Rating,Ulasan,Sentimen,Tanggal
1,Gw udah berlangganan kok gk bisa nonton baru 2 menit beli paket kocak paket bualnann gk bisa muter video,Negatif,11/23/2024 18:26
4,"bagus kok untuk kualitas videonya dan fiturnya cuma tolong dong update terus filmnya apalagi Transformers ada 2 film yang kurang, udah berlangganan tapi kurang memuaskan untuk film yang kita cari tapi selebihnya selalu lancar dan mantap, tolong banget ini mah yak",Negatif,11/23/2024 17:38
2,Tidak bisa dihapus history tontonannya,Negatif,11/23/2024 17:03
5,"Hi vidio, nanya donk. Sy ada saldo utk langganan EPL di akun google ini, tapi sy langganan sebelumnya di akun sy yg selain ini. Sy sdh buat akun baru dgn yg ini, tapi saat billing kok ke google sy yg satu lagi ya. Jadi akun nya sudah yg ini pas mau bayar ke yg sebelumnya. Kok akun yg terlogin dan walletnya crossing? Pedahal sy sudah siapkan saldo di akun yg ini. Sudah sy uninstall dan instal ulang, masih saja. Bisa bantu?? Terimakasih",Negatif,11/23/2024 14:51
1,"..... 23 Nov,status paket masih aktiv,tapi gak bisa nonton Serie-A",Negatif,11/23/2024 14:18
1,BERLANGGANAN SERI A MAU NONTON MALAH GA BISA MUNCUL. PADAHAL BERLANGGANAN BUAT YANG LAINNYA JUGA GA CUMA SATU. TAEEE LAH,Negatif,11/23/2024 14:07
1,"Beli paket platimum + premier league, saldo udah kepotong, paket ngga aktif",Negatif,11/23/2024 12:40
3,Kenapa buka aplikasinya di tv android macet² ya? Di ubah ke resolusi paling kecil juga masih macet. Padahal jaringan wifi lancar. Gak kayak aplikasi sebelah lancar jaya pas di tonton,Negatif,11/23/2024 12:23
5,vidio top. bisa nonton buat me time dimana aja,Positif,11/23/2024 11:46
1,Udh berlangganan masa ngelag videonya bukan karna faktor jaringan...kecewa,Negatif,11/23/2024 10:25
4,Bagus bisa lihat persik kediri,Positif,11/23/2024 8:31
1,BAYARNYA PAKAI DANA KO TIDAK BISA YA.TOLONG DIPERBAIKI YA,Negatif,11/23/2024 7:52
5,Karna bagus banget,Positif,11/23/2024 7:45
1,uda langganan pun muncul iklan mendudaaa trus ganggu,Negatif,11/23/2024 6:57
4,Bagus banget,Positif,11/23/2024 5:28
5,Sangat bagus dan menikmati,Positif,11/23/2024 4:40
1,"Suka buffering gajelas, bobrok banget aplikasinya",Negatif,11/23/2024 3:52
5,Apa Sebenarnya Yang Tidak Pernah Tahu Apa Sebenarnya Yang Tidak lakukan ini,Positif,11/23/2024 3:46
4,"Tolong pada pihak developer aplikasi nya jangan boros"" kuota dong dan klo bisa adain fitur untuk setiap mau nonton bisa memilih kualitas video nya agar tidak boros kuota saya mohon kepada developer",Negatif,11/23/2024 2:43
2,"Terlalu sering muncul penawaran paket,,padahal udah berlangganan tapi masih muncul pilihan paket. SANGAT MENGGANGGU KENYAMANAN",Negatif,11/23/2024 1:24
1,"Bayar tapi lag trus, paraaah kalian...",Negatif,11/23/2024 1:03
1,Awal awal enak nongton suka banget tpi Kenapa sekarang channelnya harus berbayar,Negatif,11/23/2024 0:33
1,"kebanyakan iklan, menurut ku kalau 1 video 1 iklan sih gapapa ini mah 1 video lebih dari 5 iklan",Negatif,11/22/2024 23:20
5,🚑🚑🚑🚑💨 🚑💨💨💨💨 🚑🚑🚑🚑💨 🚑💨💨💨💨 🚑💨💨💨💨,Positif,11/22/2024 21:09
3,"Ini gimana ya, udah ikut paket langganan masa malah ada iklan nya?!! Trus gunanya langganan apa?!!",Negatif,11/22/2024 17:40
1,Aplikasinya gangguan mulu iklannya juga banyak 👎,Negatif,11/22/2024 16:40
4,"Saya mau berlangganan saja susah amat,baru pertama kali ini, mau bayar verifikasi sandi salah terus gimana si apa gak bisa pake no. Tlp atau sidik jari",Negatif,11/22/2024 16:05
1,tidak puas,Negatif,11/22/2024 15:27
1,Leg Mulu,Negatif,11/22/2024 15:26
3,Baru kali ini nonton film suara nya doang film nya diem ke patung.,Negatif,11/22/2024 14:51
2,"Kenapa sih vidio sekarang ko setiap liat live streaming BRI liga 1 paa tengah2 muter2 terus,padahal paketnya setiap bulan bayar looo",Negatif,11/22/2024 13:22
4,Bagus lah buat diluar biar ga ketinggalan bola,Positif,11/22/2024 13:08
1,Barusan bayar malah ga bisa nonton liga 1 😩,Negatif,11/22/2024 13:06
1,aplikasi sampah gak bisa liat live,Negatif,11/22/2024 12:57
5,✌💖💖💖,Positif,11/22/2024 12:49
1,Buat apa beli paket langganan kalau ada iklan,Negatif,11/22/2024 12:49
1,jaringan jelek,Negatif,11/22/2024 12:38
1,Sinyal aman cma video doang masalah jaringan kocak.,Negatif,11/22/2024 12:36
5,Gabisa nyambung kenapa ya bisa bantu,Negatif,11/22/2024 12:33
3,udah di daftar rin tetap aja ga bisa nonton malah diem kaya foto vidio nya ga gerak sinyal bagus daftar udah,Negatif,11/22/2024 12:30
5,Enak si enak aplikasinya . Tapi kenapa lihat bolanya harus di anjurkan bayar,Negatif,11/22/2024 12:27
2,"Realtime waktu gap 40 detik, tolong vidio. Untuk masalah realtime di benahi, setidaknya maksimal 20 detik",Negatif,11/22/2024 12:24
1,"Sudah berlangganan paket lewat telkomsel tapi di aplikasi vidio nya ga ada berlangganan aneh sekali ,merugikan",Negatif,11/22/2024 12:11
2,Film doraemonnya gak lengkap,Negatif,11/22/2024 11:59
1,👎👎👎,Negatif,11/22/2024 11:59
1,"parah gabisa dihubungkan ke TV, berlangganan elit, fasilitas sulit koplak",Negatif,11/22/2024 11:54
1,Kenapaa sekarang sering error ya? Mau nonton liga 1 sama series terbaru gak bisa d play. Padahal udh langganan yg premium,Negatif,11/22/2024 11:51
5,sangat bagus tapi terlalu banyak iklan,Negatif,11/22/2024 10:50
5,Bagus banget di pake buat nonton Megic 5 season 3,Positif,11/22/2024 10:10
1,udah beli paket ko gak masuk gimana sih bukannaya nyari solusi malah berbelit beli 😡😡😡😡😡😡😡😡😡😡,Negatif,11/22/2024 9:07
3,baguss tpi banyak yg tidak gratis,Negatif,11/22/2024 9:00
1,"Kenapa gak bisa ditonton satu pun film, padahal saya sudah berlangganan",Negatif,11/22/2024 8:54
1,"Sendat sendat parah , sudah langganan juga",Negatif,11/22/2024 7:47
1,"Tidak bisa berlangganan, padahal pulsa lebih dari cukup",Negatif,11/22/2024 7:11
1,"Audio masih jalan tp gambar ga bergerak mengganggu pengalaman nonton. Subtitles kadang juga suka ilang, dan juga kenapa nonton express bayar per episode padahl udah beli paket harus beli expres lg per minggu kah?",Negatif,11/22/2024 7:11
4,Aplikasi seru sekali Film apa aja ad tapi knp sy kasi bintang 4 karena terlalu banyak iklan.,Negatif,11/22/2024 6:09
5,Bagus tolong tambahkan film anak jalanan,Positif,11/22/2024 5:30
5,Yuyu,Positif,11/22/2024 4:59
2,Maaf sebelum Nya kenapa kouta patinium saya ga bisa ya buat nonton malah ada tulisan melebihi batas truss kenapa itu?,Negatif,11/22/2024 2:28
1,Kualitas semakin buruk. Videonya sering patah2. Sudah langganan tapi minta langganan lagi. Heran..,Negatif,11/22/2024 2:28
1,"makin kesini makin banyak bug dan masalah, costumer service tidak pernah menyelesaikan masalah hanya menambah masalah yang ada, tidak ada niat membantu costumer yang mengalami kendala, banyak bug dan crash yang terjadi selama tontonan berlangsung, sudah berlangganan dan paket aktif, malah disuruh bayar bulanan lagi padahal paket masih aktif",Negatif,11/22/2024 2:27
1,Udah berlangganan tp masih aja muncul iklan dan notif kalo belum langganan. Di pair ke TV lemot bgt film nya pas diputer. Tolong perbaikan nya,Negatif,11/22/2024 2:26
1,Percuma bayar jdi langganan juga kalau kaga bisa di gunain mah semahal2 sayang2 duit,Negatif,11/22/2024 2:16
1,"Gak jelas, udah berlangganan tp masih disuruh berlangganan lagi,",Negatif,11/22/2024 1:26
1,Terlalu banyak iklan. Menggangu dan tidak menarik 👎,Negatif,11/21/2024 17:16
4,Gk ush paket express lgi bukan kereta wkwkw,Negatif,11/21/2024 16:09
2,"Kita udah beli paket untuk 1 bln tapi untuk nonton flm sampai akhir jugak kita harus beli lagi, harunya kalau kita udah beli paket satu bln ya harusnya kita udah bebas nonton sampai akhir flm",Negatif,11/21/2024 15:38
5,Bagus,Positif,11/21/2024 14:46
5,Apk streaming terbaik menurut saya selain yt,Positif,11/21/2024 14:17
2,Banyak iklan dan apk nya jadi jelek,Negatif,11/21/2024 14:17
4,Sisa 1 🌟 klu bagus,Positif,11/21/2024 12:47
1,"Sudah beelangganan sejak lama, dan otomatis perpanjang tetapi justru saat ini paketnya selalu minta beli ulang padahal sudah ada email sudah diperpanjang. Mau beli keterangan sudah aktif TETAPI TIDAK BISA DIGUNAKAN",Negatif,11/21/2024 12:05
1,"Gak pernah pake apk ini, terpaksa download cuma buat nonton byon doang sih hehe",Negatif,11/21/2024 11:55
5,Nice,Positif,11/21/2024 11:11
5,"Mines gk bisa hapus history,waduh makin kesini makin banyak vareasi filmnya baguss pools developer nyaa manataps",Negatif,11/21/2024 10:17
2,"Mau nonton liga 1 video nya patah² atau nge leg parah , padhal pakai wifi dan sdh di uninstall ulang tetap sama pdahal sudah bayar jdi gak bisa nonton, udh lebih dari 2 bulan begini, awal² masih bisa hilang patah² nya walaupun harus di buka tutup beberapa kali aplikasi nya 👎👎👎",Negatif,11/21/2024 9:51
1,apk kntl lemot ck dnck,Negatif,11/21/2024 9:24
1,sering lag,Negatif,11/21/2024 9:01
1,"gimana inii mohon maaf,katanya tunggu kode dulu tapi kode nya nda di kirim udah cape"" nunggu,mohon tolong di perbaiki yah",Negatif,11/21/2024 8:28
5,Okay,Positif,11/21/2024 7:12
2,Lemot apk nya,Negatif,11/21/2024 7:06
1,Saya udah bayar untuk 30 hari Tpi kenapa saya harus bayar lagi seharga 7rb nontok zona merah episode k 4 Melayang donk duit syaa hampir 45rb Pembohongan publik bgt ni,Negatif,11/21/2024 5:59
2,Payah serih gak bisa di puter sering hilang,Negatif,11/21/2024 5:12
4,"Kok aku gak bisa nonton episode 4 ya, masa harus bayar express, padahal udh tgl 21 nonton reguler harusnya udh bisa, masa masih express aja, gimna si",Negatif,11/21/2024 2:37
5,tegang juga,Positif,11/21/2024 1:07
5,Good,Positif,11/20/2024 23:05
4,"tolong min iklan nya kurangin,ganggu banget iklan hampir 1 menit",Negatif,11/20/2024 19:47
1,Film sering macet2 gak jelas dan gak work it,Negatif,11/20/2024 16:59
3,yang drama my heart yang diperanin Mike sama raisa itu gratis atau berbayar yaa??,Negatif,11/20/2024 14:51
5,Bagus banget aplikasi pidio sayah kasih bintang5,Positif,11/20/2024 14:36
1,"Sering bug parah, tiba tiba pas streaming malah teks dan video gk sesuai.",Negatif,11/20/2024 14:27
1,Aplikasi apa co ga ikhlas bgt padahal udh beli paket tpi masih aja ada banyak iklan gajelas,Negatif,11/20/2024 12:52
5,"Bagus, adminnya fast respond",Positif,11/20/2024 12:50
5,Top banget,Positif,11/20/2024 12:21
5,Bagus👍👍👍,Positif,11/20/2024 12:11
3,"Tambah mahal, Film gak Komplit",Negatif,11/20/2024 11:46
4,Lumayan bagus tapi kendala nya cuman sering iklan ajah di saranin dikurangin iklan nya soalnya nonton nya jadi gk seru Trmksh🙏,Negatif,11/20/2024 11:42
1,"apaan si,gw beli paket 29rb byon vol 4 pulsa gw udah gw lebih in malah kaga cukup mulu kikir bet lu jing",Negatif,11/20/2024 11:30
5,Terima kasih,Positif,11/20/2024 11:22
1,"Berlangganan pakai STB mau nonton lemot banget, ujung2nya gak bisa dibuka. Padahal sudah berlangganan 1 th. Aplikasi paling zolim",Negatif,11/20/2024 11:21
5,Yahut ok,Positif,11/20/2024 11:04
5,"Kira kira klo mau bikin stasiun tv hd jarak satu RT habis berapa ya..mungkin bisa bantu kasih info,soalnya di tempatku belum ada stasiun tv RT supaya klo ada acara RTan bisa di siarkan di tv dan seluruh warga bisa menyaksikan,trima kasih",Positif,11/20/2024 10:27
1,Sdh langganan tdk bisa dibuka,Negatif,11/20/2024 9:06
1,Bagaimana cara berhenti berlangganan vidio ??? Kami kapok berlangganan aplikasi ini. Setiap hari masuk sms 4x. Tolong beritahu cara berhenti,Negatif,11/20/2024 8:27
5,Nice,Positif,11/20/2024 4:31
1,Banyak iklan baru satu episode ikannya 14 kali,Negatif,11/20/2024 3:22
1,"Udah berlangganan masih aja kadang muncul iklan, buat nonton siaran bola gambarnya putus2, yang mau berlangganan mending dipikir lagi, bayar tapi ga worth it, hanya siaran lokal aja yg selalu lancar, buat siaran luar sering putus2, walaupun inet full speed.",Negatif,11/20/2024 2:59
1,"Sekelas pertandingan Argentina vs peru aja gak tayang, sama pertandingan Brazil, nyesel gue perpanjang paket anjirrr aplikasi GK modal",Negatif,11/20/2024 0:17
2,"Biasa bayar pake pulsa sekarang ga bisa harus gopay aja, pdhal pilihan pembayaran banyakkk",Negatif,11/19/2024 23:48
1,"Saya berlangganan tgl 6 smpe menguras pulsa 75rb tp blm smpe sebulan (tgl 20) sudah tidak bisa di gunakan, di haruskan aktifkan paket lagi. Sangat kecewa",Negatif,11/19/2024 22:07
1,"Tolong dong masih banyak bug, terutama saat nonton parineeti yang episode nya banyak, saya mau nonton tapi episode beberapa hari sebelumnya suka pada ilang",Negatif,11/19/2024 21:59
1,Jaringan aplikasi vidio langsung macet sampai mati sehingga tidak bisa dapat menonton lagi,Negatif,11/19/2024 15:55
1,Ga jelas tot,Negatif,11/19/2024 13:51
1,Payah.. Giliran live bola.. Malah chanel ora ada...😤,Negatif,11/19/2024 13:42
1,Gk ada yg gratis males,Negatif,11/19/2024 13:37
5,Bagus 👍,Positif,11/19/2024 13:36
1,"app macam apa ni ga jelas bet,",Negatif,11/19/2024 13:34
5,Mantap bagus,Positif,11/19/2024 13:26
3,"bagus, tp gada RCTI?",Negatif,11/19/2024 13:00
1,Jelek rcti tidak ada tidak bisa nonton bola Indonesia vs arab,Negatif,11/19/2024 12:33
1,Jelek banget,Negatif,11/19/2024 12:29
1,Aplikasi babiiii rugi down load,Negatif,11/19/2024 12:19
5,Good,Positif,11/19/2024 12:15
1,Aplikasi goblog udah bayar pas nonton filem series malah vidionya kadang stak tapi masih muter masih ada suara kadang alur mundur tapi masih ada suara aplikasi macam apa udh bayar malah ga merasa puas tolol amat.........,Negatif,11/19/2024 12:11
1,"Menyesal download apk ini,,nonton bola gk ada,,ada nya cuman omong doang",Negatif,11/19/2024 12:03
1,sekarang jadi ribett paketnya kalo lagi diluar negeri gk bisa digunakan,Negatif,11/19/2024 11:57
5,Sangat bgus,Positif,11/19/2024 11:54
1,Payah payment google pay update lama saldonyaa...,Negatif,11/19/2024 11:53
1,Percuma langganan platinum.. Sepak bola Indonesia aja gag bisa,Negatif,11/19/2024 11:51
1,"Jelek,banyak iklan.percuma ngintal.buang2 kuota.nyesell.masih beli paket,ah ribet.bagusnya dihapus",Negatif,11/19/2024 11:50
1,Ga bisa live timnas Indonesia,Negatif,11/19/2024 11:44
5,seru banget dah,Positif,11/19/2024 11:22
1,Kebanyakan iklan mulu,Negatif,11/19/2024 10:20
5,Aplikasi tontonan yang bermutu dan ngga ribet. Semoga Video makin maju.,Positif,11/19/2024 10:14
5,Bisa nontong lif te,Positif,11/19/2024 10:05
1,"Seharian apk gak bisa loading.. muter2 terus padahal wifi lancar, streaming di apk lain lancar. Gak cuma di hp, di smart TV juga gak bisa loading sama sekali.",Negatif,11/19/2024 8:43
1,"PERBAIKI KUALITAS NYA, UDH BERLANGGANAN MASIH AJA BERMASALAH, LAGI NONTON SELALU PUTUS"" FILMNYA PADAHAL JARINGAN AMAN",Negatif,11/19/2024 7:12
1,Seharusnya saya kasih bintang setengah sayangnya tidak ada. Saya sangat mengeluhkan perihal di aplikasi ini. 1. Ngelag parah bukan karena paktor jaringan saya akan tetapi dari server apk inilah yg tidak muat dalam akses penggunanya. 2. Kalau mau nonton timnas sangat tidak di sarankan untuk premium di apk ini karena anda tidak akan menonton pernh bisa nonton timnas. 3. Banyak type untuk langganan (cukup membingungkan) 4. Bsa dibilang apk lies. Iklan timnas tp stlh premium tdk bsa nnton timnas,Negatif,11/19/2024 7:06
1,Saya dipermalukan vidio Rencana nonbar timnas di kampung Sdh persiapan konsumsi Sdh berlangganan premium Ternyata tidak ada siaran timnas,Negatif,11/19/2024 5:45
1,"Udah langganan tapi paketnya ga aktif,, nyeles udh keluar uang",Negatif,11/19/2024 5:38
4,it's okay,Positif,11/19/2024 4:19
5,sangat memuaskan,Positif,11/19/2024 4:07
1,Tolong lah developer ny apk ny si udah bagus cuman iklan ny ini loh banyak banget satu vedio aja iklan ny masih ad 8 mana satu iklan ny dua vedio lagi trus rata.rata durasi iklan ny satu menit tan semua lagi tolong lah perbaiki ni iklan kuota gua jdi boros bnget karna iklan,Negatif,11/19/2024 3:58
1,Kenapa stlh di dowload melalui TV android ga bisa yah utk dibuka slalu bertulisan vidio telah terhenti trus buka apliaksi lagi,Negatif,11/19/2024 3:30
3,"Suka ketemu translasi subtitle yang nyimpang dari apa yang karakternya lagi bicarain. Player videonya juga sering nge-lag walau sudah bersihin cache berkali-kali. Padahal koleksi film dan seriesnya udah banyak, jadi mubazir kalo fitur lainnya banyak kekurangannya.",Negatif,11/19/2024 2:36
2,Kenapa lihat di tv GK bisa lancar padahal udah premium yg bagus kecewa banget tau,Negatif,11/19/2024 1:09
1,"aplikasi sampah, aplikasinya sering putus putus buat nonton,",Negatif,11/18/2024 23:54
1,Film macet2an trus,Negatif,11/18/2024 17:16
3,Ada Joker tuh 👣,Negatif,11/18/2024 15:35
1,apk bagus mines susah langganan padahal udah ganti imel,Negatif,11/18/2024 15:33
1,Jorok bobrok,Negatif,11/18/2024 15:28
1,tidak wort it,Negatif,11/18/2024 12:47
1,Dari bulan September sampe November sekarang saldo ovo saya kepotong terus untuk paket olimpiade Paris... Padahal kan olimpiade berakhir di bulan Agustus... Aneh banget...,Negatif,11/18/2024 11:21
5,Bagus,Positif,11/18/2024 10:54
1,"Gak worth it nonton di sini , terlalu banyak iklan mengganggu saat nonton jd nya gak fokus , durasi iklan nya juga terlalu lama , di setiap per berapa menit iklan selalu muncul jelek , sangat tidak di rekomendasikan untuk install aplikasi ini",Negatif,11/18/2024 10:33
1,Suara ngilang ngilang,Negatif,11/18/2024 9:46
5,Vidio sports,Positif,11/18/2024 9:39
1,"Apa coba buffering, lag"" padahal sinyal baik"" Aja Rusak apk lu bng!! anehh sia"" 20k gw mending beli naspad knyang seharian, dari pada kesal sebulan gra"" Apk gjls",Negatif,11/18/2024 8:04
1,Gabisa nonton vidio padahal udh di update trus udah isi paketan nya tapi tetep aja gabisa dari pagi sampe sekarang sinyal lancar di apk lain tapi di vidio gabisa nonton muter truss,Negatif,11/18/2024 7:35
1,Kenapa muter muter si padahal sinyalnya 4G 😑😑,Negatif,11/18/2024 7:33
1,"Aplikasi jualan,banyak iklan Nye ...🤬",Negatif,11/18/2024 7:33
1,Kenapa loading terus mulai tgl 15,Negatif,11/18/2024 4:52
1,"Kemarin tgl 17 Nov 2024 jam 7 malam, ada teman sy mau lihat Trans7 di aplikasi ini, ternyata bukan suruh penonton tonton di SPOTV, malah tyg program lain, akhirnya dia mengaku gak mau beli paketnya lagi tahun depan, katanya malas lihat apk PENIPU macam ini",Negatif,11/18/2024 3:57
1,"aplikasi apalah apalah banyak iklan, saldo kepotong terus blogggg",Negatif,11/18/2024 3:08
2,"Maaf ini kenpa yaa kok filmnya gk bisa di buka, pdhl halaman awal baik² aj tp knp pas mau nntn muter² trs apk udh di update jaringan jg oke. Tolong jelaskan...... Apa cm saya aja?",Negatif,11/18/2024 3:03
1,"39.000 lumayan ok, tapi 43.290 PPn 4290.. chenel TV gak lengkap, Filemnya Filem lama semua,, 🤣🤣🤣🤣🤣🤣..",Negatif,11/18/2024 2:32
1,Parah kaliiiii bahhh beli paket platinum sdh kesekian kali tpi g juga ada perbaikan kwalitas .. kebanyakan nnton iklan saya .. iklan yg berulang2 klo ndk dibalikin ke beranda iklan trusssss .. blm lagi buferring .. Parah parah ..,Negatif,11/18/2024 1:52
1,Video nya tidak bisa di play cuma muter muter doang pdahal buka apk lain lancar aja,Negatif,11/18/2024 1:43
1,Tolong segera diperbaiki saya gak bisa nonton film nya,Negatif,11/17/2024 21:53
2,cuma mau bilang tolong ilangin iklan axis futsal!!!,Negatif,11/17/2024 19:26
1,Gila iklannya gak ngotak sampe 1 menit,Negatif,11/17/2024 18:42
1,"Semuanya udah bagus,mau dari aplikasi,kualitas gambar,dan film. Tapi untuk iklannya sangat mengganggu sekali,,Malahan iklan 1 menit gak bisa di skip,dan itu sangat membuat saya tidak nyaman,,Karena iklan yang ditampilkan bukan hanya tidak bisa di skip,tetapi juga banyak iklannya. Mungkin itu saja,Saya beri bintang 1 karena dipaksa untuk nonton iklan",Negatif,11/17/2024 18:19
